Symbol,Company Name,Current Price,PE,Market Capital,FFMC,Outstanding Shares,Basic Industry,Industry,Macro,Sectoral Index,Sectoral PE,Status
GOACARBON,Goa Carbon Limited,449.9,4.5,41170.58,16374.892448800001,9151052,Industrial Minerals,Industrial Minerals,Commodities,NIFTY 500                                         ,21.73,Active
GENUSPAPER,Genus Paper & Boards Limited,15.25,0,39211.71,12075.9197721,257125940,Paper & Paper Products,Paper & Paper Products,Commodities,NIFTY 500                                         ,21.73,Active
PROZONINTU,Prozone Intu Properties Limited,24.8,63.85,37845.51,15670.7900553,152602883,Residential Commercial Projects,Residential Commercial Projects,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
INNOVANA,Innovana Thinklabs Limited,716,NA,73390,19748.88,10250000,Computers - Software & Consulting,Computers - Software & Consulting,Information Technology,NA,NA,Active
KRISHIVAL,Empyrean Cashews Limited,260,NA,51467.37,13896.188982,19795141,Other Food Products,Other Food Products,Fast Moving Consumer Goods,NA,NA,Active
ZIMLAB,Zim Laboratories Limited,84.9,NA,41368.22,17557.8598168,48725814,Pharmaceuticals,Pharmaceuticals,Healthcare,NA,NA,Active
GVKPIL,GVK Power & Infrastructure Limited,2.85,37.91,45007.5,20332.632684,1579210400,Civil Construction,Civil Construction,Industrials,NIFTY INFRASTRUCTURE                              ,21.24,Active
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,435.65,23.79,45795.22,11598.5996604,10511929,Investment Company,Investment Company,Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
UNITECH,Unitech Limited,1.55,0,40552.67,37282.2899198,2616301047,Residential Commercial Projects,Residential Commercial Projects,Consumer Discretionary,NIFTY REALTY                                      ,38.26,Active
FCSSOFT,FCS Software Solutions Limited,2.4,529.89,41029.27,29729.128409,1709553100,IT Enabled Services,IT Enabled Services,Information Technology,NIFTY IT                                          ,26.74,Active
SHYAMCENT,Shyam Century Ferrous Limited,17.65,9.23,37448.53,11915.6351184,212172990,Ferro & Silica Manganese,Ferro & Silica Manganese,Commodities,NIFTY 500                                         ,21.73,Active
EQUIPPP,Equippp Social Impact Technologies Limited,38,NA,39176.19,1173.7391366,103095225,Computers - Software & Consulting,Computers - Software & Consulting,Information Technology,NA,NA,Active
MANINDS,Man Industries (India) Limited,88.2,7.94,53010.89,26505.447255,60103055,Iron & Steel Products,Iron & Steel Products,Industrials,NIFTY METAL                                       ,12.23,Active
PLASTIBLEN,Plastiblends India Limited,163,12.88,42362.4,15255.140615999999,25989200,Specialty Chemicals,Specialty Chemicals,Commodities,NIFTY 500                                         ,21.73,Active
LIBERTSHOE,Liberty Shoes Limited,212.05,26.79,36133.32,14821.6476,17040000,Footwear,Footwear,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
CONSOFINVT,Consolidated Finvest & Holdings Limited,112.5,35.57,36367.16,10128.4969951,32326366,Non Banking Financial Company (NBFC),Non Banking Financial Company (NBFC),Financial Services,NIFTY 500                                         ,21.73,Active
MAGADSUGAR,Magadh Sugar & Energy Limited,331.1,9.41,46657.39,15399.2628059,14091630,Sugar,Sugar,Fast Moving Consumer Goods,NIFTY FMCG                                        ,39.82,Active
SHEMAROO,Shemaroo Entertainment Limited,118.95,51.42,32333.27,10923.9982093,27182239,Media & Entertainment,Media & Entertainment,Consumer Discretionary,NIFTY MEDIA                                       ,0,Active
BALAJITELE,Balaji Telefilms Limited,43.45,23.33,43941.18,17932.955805,101130443,Media & Entertainment,Media & Entertainment,Consumer Discretionary,NIFTY MEDIA                                       ,0,Active
PDMJEPAPER,Pudumjee Paper Products Limited,39.85,8.97,37837.58,11014.2,94950000,Paper & Paper Products,Paper & Paper Products,Commodities,NIFTY 500                                         ,21.73,Active
THEINVEST,The Investment Trust Of India Limited,75.6,3467.15,39495.12,11124.457688,52242217,Other Financial Services,Other Financial Services,Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
PREMEXPLN,Premier Explosives Limited,401.2,73.18,43137.98,24826.7048062,10752239,Explosives,Explosives,Commodities,NIFTY 500                                         ,21.73,Active
DONEAR,Donear Industries Limited,91,12.42,47320,11648,52000000,Other Textile Products,Other Textile Products,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
HINDCOMPOS,Hindustan Composites Limited,268.55,17.9,39662.15,9815.846625,14769000,Auto Components & Equipments,Auto Components & Equipments,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
DSSL,Dynacons Systems & Solutions Limited,377,17.31,47852.91,18724.514289000002,12693080,IT Enabled Services,IT Enabled Services,Information Technology,NIFTY IT                                          ,26.74,Active
MAXIND,Max India Limited,87,NA,37435.24,18332.724429500002,43029009,Holding Company,Holding Company,Financial Services,NA,NA,Active
GSS,GSS Infotech Limited,222.5,201.92,37684.48,29255.1782823,16936843,IT Enabled Services,IT Enabled Services,Information Technology,NIFTY IT                                          ,26.74,Active
MUTHOOTCAP,Muthoot Capital Services Limited,290,0,47697.85,17690.8020195,16447533,Non Banking Financial Company (NBFC),Non Banking Financial Company (NBFC),Financial Services,NIFTY SERVICES SECTOR                             ,19.96,Active
VARDHACRLC,Vardhman Acrylics Limited,49.3,16.97,39619.33,9914.8771628,80363746,Other Textile Products,Other Textile Products,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
ZUARIIND,ZUARI INDUSTRIES LIMITED,115.15,NA,34293.03,14822.839806400001,29781184,Sugar,Sugar,Fast Moving Consumer Goods,NA,NA,Active
NAHARINDUS,Nahar Industrial Enterprises Limited,92.25,3.67,36747.92,11391.8544475,39835141,Other Textile Products,Other Textile Products,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
MANORG,Mangalam Organics Limited,413.5,NA,35413.96,15861.128769,8564440,Commodity Chemicals,Commodity Chemicals,Commodities,NA,NA,Active
MIRCELECTR,MIRC Electronics Limited,14.55,0,33603.61,15173.5870683,230952619,Consumer Electronics,Consumer Electronics,Consumer Discretionary,NIFTY INDIA CONSUMPTION                           ,38.01,Active
SILVERTUC,Silver Touch Technologies Limited,343.9,NA,43609.96,10810.5525,12681000,IT Enabled Services,IT Enabled Services,Information Technology,NA,NA,Active
INDOBORAX,Indo Borax & Chemicals Limited,118.85,NA,38138.97,17315.1222,32090000,Commodity Chemicals,Commodity Chemicals,Commodities,NA,NA,Active
ORBTEXP,Orbit Exports Limited,139.9,12.15,37737.89,7231.8674665,26974902,Other Textile Products,Other Textile Products,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
DELPHIFX,DELPHI WORLD MONEY LIMITED,306.75,NA,34134.8,3414.036652,11127890,Other Financial Services,Other Financial Services,Financial Services,NA,NA,Active
KOTHARIPRO,Kothari Products Limited,123,34.71,36707.95,9214.2933188,29843865,Trading & Distributors,Trading & Distributors,Services,NIFTY 500                                         ,21.73,Active
MALLCOM,Mallcom (India) Limited,721.75,NA,45037.2,11681.28,6240000,Other Industrial Products,Other Industrial Products,Industrials,NA,NA,Active
KECL,Kirloskar Electric Company Limited,69.15,4.1,45925.33,22813.2333885,66414071,Other Electrical Equipment,Other Electrical Equipment,Industrials,NIFTY 500                                         ,21.73,Active
KHADIM,Khadim India Limited,195.55,22.37,35139.58,13746.485165799999,17969614,Footwear,Footwear,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
PTL,PTL Enterprises Limited,31.1,15.24,41169.25,9484.150165,132377000,Diversified Commercial Services,Diversified Commercial Services,Services,NIFTY 500                                         ,21.73,Active
DEEPENR,DEEP ENERGY RESOURCES LIMITED,117,NA,37440,12062.72,32000000,Oil Exploration & Production,Oil Exploration & Production,Energy,NA,NA,Active
GLOBAL,Global Education Limited,189.6,NA,38603.7,9883.442452000001,20360600,Education,Education,Consumer Discretionary,NA,NA,Active
NXTDIGITAL,NXTDIGITAL LIMITED,120.05,NA,40422.78,10509.9230627,33671621,TV Broadcasting & Software Production,TV Broadcasting & Software Production,Consumer Discretionary,NA,NA,Active
BGRENERGY,BGR Energy Systems Limited,52.45,0,37848.74,9471.20475,72161560,Civil Construction,Civil Construction,Industrials,NIFTY INFRASTRUCTURE                              ,21.24,Active
KRITI,Kriti Industries (India) Limited,105.5,NA,52331.71,17801.2152224,49603520,Plastic Products - Industrial,Plastic Products - Industrial,Industrials,NA,NA,Active
KAYA,Kaya Limited,285,0,37232.66,14927.030376600002,13064091,Wellness,Wellness,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
PONNIERODE,Ponni Sugars (Erode) Limited,430,8.61,36973.2,21501.805940100003,8598418,Sugar,Sugar,Fast Moving Consumer Goods,NIFTY FMCG                                        ,39.82,Active
ORICONENT,Oricon Enterprises Limited,20.75,16.77,32587.4,10453.0959104,157047715,Packaging,Packaging,Industrials,NIFTY 500                                         ,21.73,Active
SAKAR,Sakar Healthcare Limited,242,NA,45055.56,13346.3133,18618000,Pharmaceuticals,Pharmaceuticals,Healthcare,NA,NA,Active
DYCL,Dynamic Cables Limited,177.9,NA,39162.91,10113.67188,22014000,Cables - Electricals,Cables - Electricals,Industrials,NA,NA,Active
PARSVNATH,Parsvnath Developers Limited,7.2,0,31333.04,10165.8321312,435181170,Residential Commercial Projects,Residential Commercial Projects,Consumer Discretionary,NIFTY REALTY                                      ,38.26,Active
IRISDOREME,Iris Clothings Limited,312.1,NA,50916.39,14926.6095837,16314126,Garments & Apparels,Garments & Apparels,Consumer Discretionary,NA,NA,Active
BIRLACABLE,Birla Cable Limited,135,12.85,40500,13744.5,30000000,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,Telecommunication,NIFTY 500                                         ,21.73,Active
INDSWFTLAB,Ind-Swift Laboratories Limited,63.75,36.51,37667.87,20978.1987744,59086860,Pharmaceuticals,Pharmaceuticals,Healthcare,NIFTY PHARMA                                      ,31.02,Active
RANASUG,Rana Sugars Limited,22.05,9.4,33861.7,26073.5123187,153567820,Sugar,Sugar,Fast Moving Consumer Goods,NIFTY FMCG                                        ,39.82,Active
SECL,Salasar Exteriors and Contour Limited,309.8,NA,31893.4,9249.0856607,10294835,Civil Construction,Civil Construction,Industrials,NA,NA,Active
MGEL,Mangalam Global Enterprise Limited,16.9,NA,23415.89,6124.156415,138555575,Other Agricultural Products,Other Agricultural Products,Fast Moving Consumer Goods,NA,NA,Active
DHUNINV,Dhunseri Investments Limited,600.55,49.06,36616.6,9260.8512348,6097178,Investment Company,Investment Company,Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
HMVL,Hindustan Media Ventures Limited,51,0,37572.49,9402.3313135,73671548,Print Media,Print Media,Consumer Discretionary,NIFTY MEDIA                                       ,0,Active
WEALTH,Wealth First Portfolio Managers Limited,318,NA,33882.9,8766.61435,10655000,Other Financial Services,Other Financial Services,Financial Services,NA,NA,Active
BANSWRAS,Banswara Syntex Limited,137,4.85,46897.96,19697.1411336,34232084,Other Textile Products,Other Textile Products,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
KOTHARIPET,Kothari Petrochemicals Limited,67,12.39,39427.09,11450.920976,58846400,Petrochemicals,Petrochemicals,Commodities,NIFTY 500                                         ,21.73,Active
MUNJALSHOW,Munjal Showa Limited,92.3,20.51,36915.39,12927.383875,39995000,Auto Components & Equipments,Auto Components & Equipments,Consumer Discretionary,NIFTY AUTO                                        ,32.25,Active
VIPCLOTHNG,VIP Clothing Limited,42.05,51.46,34731.84,17427.865509,82596519,Garments & Apparels,Garments & Apparels,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
SAKUMA,Sakuma Exports Limited,12.75,11.8,29906.33,10850.7192318,234559430,Trading & Distributors,Trading & Distributors,Services,NIFTY 500                                         ,21.73,Active
CLEDUCATE,CL Educate Limited,59,24.71,32490.3,15309.2660776,55068312,Education,Education,Consumer Discretionary,NIFTY SERVICES SECTOR                             ,19.96,Active
MOLDTECH,Mold-Tek Technologies Limited,240.85,29.88,68022.21,34676.9249155,28242563,IT Enabled Services,IT Enabled Services,Information Technology,NIFTY 500                                         ,21.73,Active
CHEMFAB,Chemfab Alkalis Limited,270.3,9.12,38333.95,10378.5415925,14182002,Commodity Chemicals,Commodity Chemicals,Commodities,NIFTY 500                                         ,21.73,Active
ICEMAKE,Ice Make Refrigeration Limited,279,NA,44025.46,10931.411421300001,15779735,Industrial Products,Industrial Products,Industrials,NA,NA,Active
NBIFIN,N. B. I. Industrial Finance Company Limited,1554,0,38178.77,10006.3251574,2456806,Non Banking Financial Company (NBFC),Non Banking Financial Company (NBFC),Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
MARINE,Marine Electricals (India) Limited,37.3,NA,45754.14,11848.2364975,122665250,Industrial Products,Industrial Products,Industrials,NA,NA,Active
EIFFL,Euro India Fresh Foods Limited,154.65,NA,38353.2,9858.992,24800000,Packaged Foods,Packaged Foods,Fast Moving Consumer Goods,NA,NA,Active
RITCO,Ritco Logistics Limited,155.05,NA,37951,10236.8559461,24476618,Logistics Solution Provider,Logistics Solution Provider,Services,NA,NA,Active
